row_index,ID,CAS,Formula,MolWt,SMILES,parse_mode
170,T0182L,120202-66-6,C16H16ClNO2S·H2SO4,419.9,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1.O=S(=O)(O)O,sanitized
171,T0182L2,135046-48-9,C16H16ClNO2S · H2SO4,419.9,COC(=O)C(c1ccccc1Cl)N1CCc2sccc2C1.O=S(=O)(O)O,sanitized
172,T0183,68497-62-1,C14H27N3O2,269.38,CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C,sanitized
173,T0184,71720-56-4,C15H14O3·1/2Ca·H2O,558.63,CC(C(=O)[O-])c1cccc(Oc2ccccc2)c1.CC(C(=O)[O-])c1cccc(Oc2ccccc2)c1.O.O.[Ca+2],sanitized
174,T0185,128196-01-0,C20H21FN2O,324.39,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,sanitized
175,T0186,148408-66-6,C43H59NO17,861.95,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C.O.O.O,sanitized
176,T0187,78613-38-4,C21H36ClNO,353.97,CCC(C)(C)c1ccc(CC(C)CN2C[C@@H](C)O[C@@H](C)C2)cc1.Cl,sanitized
177,T0188,80474-14-2,C25H31F3O5S,500.57,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,sanitized
178,T0189,137281-23-3,C20H21N5O6,427.41,Nc1nc(=O)c2c(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c[nH]c2[nH]1,sanitized
179,T0189L,150399-23-8,C20H19N5Na2O6,471.37,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)c2c(=O)[nH]1.[Na+].[Na+],sanitized
180,T0190,71486-22-1,C45H54N4O8,778.93,CCC1=C[C@@H]2C[N@](C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,sanitized
181,T0191,668270-12-0,C25H28N8O2,472.54,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,sanitized
182,T0192,102767-28-2,C8H14N2O2,170.21,CC[C@@H](C(N)=O)N1CCCC1=O,sanitized
183,T0193,89226-75-5,C35H40Cl2N4O6,683.62,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1.Cl.Cl,sanitized
184,T0194,50-63-5,C18H26CLN3·2(H3PO4),515.87,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=P(O)(O)O.O=P(O)(O)O,sanitized
185,T0195,3366-95-8,C7H11N3O3,185.18,Cc1ncc([N+](=O)[O-])n1CC(C)O,sanitized
186,T0196,15307-86-5,C14H11Cl2NO2,296.15,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,sanitized
187,T0197,63074-08-8,C19H26ClN5O4,423.89,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC.Cl,sanitized
188,T0198,104010-37-9,C19H16N5NaO7S3,545.54,[H][C@]12SCC(CSC(=O)c3ccco3)=C(C(=O)[O-])N1C(=O)[C@H]2NC(=O)C(=NOC)c1csc(N)n1.[Na+],sanitized
189,T0199,38821-53-3,C16H19N3O4S,349.4,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)C3=CCC=CC3)C2SC1,sanitized
190,T0200,1077-28-7,C8H14O2S2,206.33,O=C(O)CCCCC1CCSS1,sanitized
191,T0201,59263-76-2,C15H23NO·HCl,269.81,CCC1(c2cccc(O)c2)CCCCN(C)C1.Cl,sanitized
192,T0202,350-12-9,C17H18N2S2,314.47,S=C1SCN(Cc2ccccc2)CN1Cc1ccccc1,sanitized
193,T0203,103628-48-4,C18H27N3O6S,413.49,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1.O=C(O)CCC(=O)O,sanitized
194,T0204,1225-55-4,C19H21N·HCl,299.84,CNCCCC1c2ccccc2C=Cc2ccccc21.Cl,sanitized
195,T0205,980-71-2,C16H19BrN2·C4H4O4,435.31,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,sanitized
196,T0207,95635-56-6,C24H35Cl2N3O4,500.46,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1.Cl.Cl,sanitized
197,T0208,125-02-0,C21H27Na2O8P,484.39,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+],sanitized
198,T0209,34552-83-5,C29H34Cl2N2O2,513.5,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1.Cl,sanitized
199,T0210,106463-17-6,C20H29ClN2O5S,444.97,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1.Cl,sanitized
200,T0211,58581-89-8,C22H24ClN3O,381.9,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,sanitized
201,T0211L,79307-93-0,C22H24ClN3O·HCl,418.36,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1.Cl,sanitized
202,T0212,112665-43-7,C22H26O4,354.44,CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O,sanitized
203,T0213,50-35-1,C13H10N2O4,258.23,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,sanitized
204,T0214,111025-46-8,C19H20N2O3S,356.44,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,sanitized
205,T0214L,112529-15-4,C19H20N2O3S·HCl,392.9,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1.Cl,sanitized
206,T0215,124750-99-8,C22H22ClKN6O,461.01,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1.[K+],sanitized
207,T0215L,114798-26-4,C22H23ClN6O,422.91,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,sanitized
208,T0216,177834-92-3,C22H27BrN2O2S,463.43,Br.CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,sanitized
209,T0217,99291-25-5,C13H20N2O2,236.31,OC[C@@H](O)CN1CCN(c2ccccc2)CC1,sanitized
210,T0219,181695-72-7,C16H14N2O3S,314.36,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,sanitized
211,T0220,63585-09-1,CNa3O5P,191.95,O=C([O-])P(=O)([O-])[O-].[Na+].[Na+].[Na+],sanitized
212,T0221,444-27-9,C4H7NO2S,133.17,O=C(O)C1CSCN1,sanitized
213,T0222,5875/6/9,C16H26N2O3·HCl,330.86,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N.Cl,sanitized
214,T0223,319-89-1,C6H4O6,172.09,O=C1C(O)=C(O)C(=O)C(O)=C1O,sanitized
215,T0224,96036-03-2,C17H25N3O5S,383.46,C[C@@H](O)C1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)C12,sanitized
216,T0225,5189/11/7,C19H21NS·C4H6O5,429.53,CN1CCC(=C2c3ccccc3CCc3sccc32)CC1.O=C(O)CC(O)C(=O)O,sanitized
217,T0226,63659-19-8,C18H30ClNO3,343.89,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1.Cl,sanitized
218,T0227,496-67-3,C6H11BrN2O2,223.07,CC(C)C(Br)C(=O)NC(N)=O,sanitized
219,T0228,11013-97-1,C29H36O15,624.5871,COc1ccc([C@@H]2CC(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3O2)cc1OC,sanitized
220,T0230,150322-43-3,C20H20FNO3S,373.44,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2,sanitized
221,T0231,111470-99-6,C26H31ClN2O8S,567.05,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl.O=S(=O)(O)c1ccccc1,sanitized
222,T0235,2856-75-9,C10H17N3O4S,275.33,Cc1nccnc1N1CCCCC1.O=S(=O)(O)O,sanitized
223,T0236,3978-86-7,C28H30N2O8,522.55,CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,sanitized
224,T0237,57808-65-8,C22H14Cl2I2N2O2,663.07,Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O,sanitized
225,T0238,4386-39-4,C10H10O4,194.18,CC(=O)Oc1c(C)cccc1C(=O)O,sanitized
226,T0239,50264-69-2,C15H10Cl2N2O2,321.16,O=C(O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12,sanitized
227,T0240,635-41-6,C14H19NO5,281.3,COc1cc(C(=O)N2CCOCC2)cc(OC)c1OC,sanitized
228,T0241,547-44-4,C7H9N3O3S,215.23,NC(=O)NS(=O)(=O)c1ccc(N)cc1,sanitized
229,T0242,486460-32-6,C16H15F6N5O,407.31,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,sanitized
230,T0243,17692-71-6,C12H15NO3S,253.32,COc1cc(C(=S)N2CCOCC2)ccc1O,sanitized
231,T0244,27591-69-1,C25H36Cl2N2O3,483.47,CCN(CC)CCOc1ccc2c(c1)C(=O)c1cc(OCCN(CC)CC)ccc1-2.Cl.Cl,sanitized
232,T0246,5579-84-0,C8H14Cl2N2,209.12,CNCCc1ccccn1.Cl.Cl,sanitized
233,T0246L,54856-23-4,C8H12N2·2(CH4O3S),328.4,CNCCc1ccccn1.CS(=O)(=O)O.CS(=O)(=O)O,sanitized
234,T0247,56180-94-0,C25H43NO18,645.6,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,sanitized
235,T0248,6933-90-0,C11H17Cl2NO,250.16,CC(C)NCC(O)c1ccccc1Cl.Cl,sanitized
236,T0249,32795-44-1,C15H23N3O2,277.36,CCN(CC)CCNC(=O)c1ccc(NC(C)=O)cc1,sanitized
237,T0251,95058-81-4,C9H11F2N3O4,263.2,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,sanitized
238,T0253,155-41-9,C18H24BrNO4,398.29,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12.[Br-],sanitized
239,T0254,23288-49-5,C31H48O2S2,516.84,CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,sanitized
240,T0255,17321-77-6,C19H23ClN2·HCl,351.31,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21.Cl,sanitized
241,T0256,6080-58-6,C6H13Li3O11,281.98,O.O.O.O.O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],sanitized
242,T0257,6968-72-5,C6H7NO2,125.13,[O-][n+]1cccc(CO)c1,sanitized
243,T0258,2037-95-8,C8H5NO3,163.13,O=c1[nH]c(=O)c2ccccc2o1,sanitized
244,T0259,4940-39-0,C10H6O4,190.15,O=C(O)c1cc(=O)c2ccccc2o1,sanitized
245,T0260,6385-02-0,C14H10Cl2NNaO2,318.14,Cc1ccc(Cl)c(Nc2ccccc2C(=O)[O-])c1Cl.[Na+],sanitized
246,T0261,51022-69-6,C28H35FO7,502.57,CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,sanitized
247,T0263,6170-42-9,C16H20ClN3·HCl,326.26,CN(C)CCN(Cc1ccc(Cl)cc1)c1ccccn1.Cl,sanitized
248,T0264,64092-48-4,C15H13ClNNaO3,313.71,Cc1cc(CC(=O)[O-])n(C)c1C(=O)c1ccc(Cl)cc1.[Na+],sanitized
249,T0265,129-16-8,C20H8Br2HgNa2O6,750.65,O=C([O-])c1ccccc1-c1c2cc(Br)c(=O)c([Hg]O)c-2oc2cc([O-])c(Br)cc12.[Na+].[Na+],sanitized
250,T0266,6151-40-2,C20H27ClN2O3,378.89,C=C[C@H]1C[N@]2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12.Cl.O,sanitized
251,T0267,68291-97-4,C8H8N2O3S,212.23,NS(=O)(=O)Cc1noc2ccccc12,sanitized
252,T0268,134-63-4,C22H27NO2·HCl,373.92,CN1[C@@H](CC(=O)c2ccccc2)CCC[C@H]1C[C@H](O)c1ccccc1.Cl,sanitized
253,T0269,79-61-8,C23H28Cl2O5,455.37,CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)C=CC4(C)[C@@]3(Cl)C(Cl)CC21C,sanitized
254,T0270,13609-67-1,C25H36O6,432.55,CCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,sanitized
255,T0271,606-17-7,C20H14I6N2O6,1139.76,O=C(CCCCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I,sanitized
256,T0272,63612-50-0,C12H10F3N3O4,317.22,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,sanitized
257,T0273,3413-64-7,C15H25ClN2O3,316.83,CCN(CC)CCNC(=O)COc1ccc(OC)cc1.Cl,sanitized
258,T0274,28657-80-9,C12H10N2O5,262.22,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,sanitized
259,T0275,1084-65-7,C10H13NO4S2,275.34,Cc1cc2c(cc1S(N)(=O)=O)S(=O)(=O)CCC2,sanitized
260,T0276,57524-89-7,C26H38O6,446.58,CCCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,sanitized
261,T0277,5874-97-5,C11H17NO3·0·5H2O4S,260.3,CC(C)NCC(O)c1cc(O)cc(O)c1.CC(C)NCC(O)c1cc(O)cc(O)c1.O=S(=O)(O)O,sanitized
262,T0279,33402-03-8,C13H19NO8,317.29,C[C@H](N)[C@H](O)c1cccc(O)c1.O=C(O)[C@H](O)[C@@H](O)C(=O)O,sanitized
263,T0280,749-02-0,C23H26FN3O2,395.47,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,sanitized
264,T0281,73816-42-9,C22H21ClN2O8·C7H6O6S,695.05,C=C1c2c(Cl)ccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12.O=C(O)c1cc(S(=O)(=O)O)ccc1O,sanitized
265,T0282,1135695-98-5,C26H25F2N3O6,513.5,CC(C)[C@H](NC(=O)c1ccc2ccccc2n1)C(=O)N[C@@H](CC(=O)O)C(=O)COc1c(F)cccc1F,sanitized
266,T0283,127-48-0,C6H9NO3,143.14,CN1C(=O)OC(C)(C)C1=O,sanitized
267,T0284,1321-14-8,C7H7KO5S,242.29,COc1cc(S(=O)(=O)[O-])ccc1O.[K+],sanitized
268,T0285,34552-84-6,C14H13N3O5S,335.34,Cc1cc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)no1,sanitized
269,T0286,3818-50-6,C28H29NO4,443.53,C[N+](C)(CCOc1ccccc1)Cc1ccccc1.O=C([O-])c1cc2ccccc2cc1O,sanitized
270,T0287,55-97-0,C12H30Br2N2,362.19,C[N+](C)(C)CCCCCC[N+](C)(C)C.[Br-].[Br-],sanitized
271,T0288,23249-97-0,C10H10N2O2,190.2,O=C(O)CCc1nc2ccccc2[nH]1,sanitized
272,T0289,90-45-9,C13H10N2,194.23,Nc1c2ccccc2nc2ccccc12,sanitized
273,T0290,64461-82-1,C9H9Cl2N5S,290.17,Cl.Clc1ccc2nsnc2c1NC1=NCCN1,sanitized
274,T0291,5104-49-4,C15H13FO2,244.2609,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,sanitized
275,T0292,113617-63-3,C19H20F3N3O3,395.38,C[C@@H]1CN(c2c(F)c(F)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,sanitized
276,T0293,54-36-4,C14H14N2O,226.27,CC(C)(C(=O)c1cccnc1)c1cccnc1,sanitized
277,T0294,2375/3/3,C26H33NaO8,496.53,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)COC(=O)CCC(=O)[O-])[C@@]2(C)C=CC(=O)C=C12.[Na+],sanitized
278,T0295,71-63-6,C41H64O13,764.94,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,sanitized
279,T0296,79-55-0,C10H21N,155.28,CN1C(C)(C)CCCC1(C)C,sanitized
280,T0297,123318-82-1,C10H11ClFN5O3,303.68,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,sanitized
281,T0298,523-87-5,C24H28ClN5O3,469.96,CN(C)CCOC(c1ccccc1)c1ccccc1.Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O,sanitized
282,T0299,81025-04-9,C12H24O11·H2O,362.33,O.OC[C@@H](O)[C@@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)CO,sanitized
283,T0300,555-57-7,C11H13N,159.23,C#CCN(C)Cc1ccccc1,sanitized
284,T0301,434-03-7,C21H28O2,312.45,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,sanitized
285,T0302,1098-60-8,C18H20ClF3N2S,388.88,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21.Cl,sanitized
286,T0304,1956/4/2,C5H6N2OS,142.18,Cc1cc(=O)[nH]c(=S)[nH]1,sanitized
287,T0306,112-38-9,C11H20O2,184.28,C=CCCCCCCCCC(=O)O,sanitized
288,T0308,2809-21-4,C2H8O7P2,206.03,CC(O)(P(=O)(O)O)P(=O)(O)O,sanitized
289,T0309,35212-22-7,C18H16O3,280.32,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,sanitized
290,T0310,18699-02-0,C10H11NO3,193.2,CC(=O)Nc1ccc(CC(=O)O)cc1,sanitized
291,T0311,1990/1/7,C7H8O2,124.14,OCc1ccccc1O,sanitized
292,T0312,92-31-9,C15H16ClN3S,305.83,Cc1cc2nc3ccc(=[N+](C)C)cc-3sc2cc1N.[Cl-],sanitized
293,T0313,314-13-6,C34H24N6Na4O14S4,960.78,Cc1cc(-c2ccc(/N=N/c3ccc4c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c4c3O)c(C)c2)ccc1/N=N/c1ccc2c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c2c1O.[Na+].[Na+].[Na+].[Na+],sanitized
294,T0314,136-77-6,C12H18O2,194.27,CCCCCCc1ccc(O)cc1O,sanitized
295,T0315,556-08-1,C9H9NO3,179.17,CC(=O)Nc1ccc(C(=O)O)cc1,sanitized
296,T0316,1195-16-0,C6H9NO2S,159.21,CC(=O)NC1CCSC1=O,sanitized
297,T0317,35543-24-9,C17H26ClNO4,343.85,COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1.Cl,sanitized
298,T0318,115-46-8,C18H21NO,267.37,OC(c1ccccc1)(c1ccccc1)C1CCNCC1,sanitized
299,T0319,27470-51-5,C24H26N2O6,438.47,CCCCC1(COC(=O)CCC(=O)O)C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,sanitized
300,T0320,64-86-8,C22H25NO6,399.44,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,sanitized
301,T0321,31842-01-0,C17H15NO3,281.31,CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,sanitized
302,T0322,34161-24-5,C20H21ClN2O4,388.84,O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,sanitized
303,T0323,68813-55-8,C36H32N2O7,604.65,CN1CCCN=C1/C=C/c1cccc(O)c1.O=C(O)c1c(O)cc2ccccc2c1Cc1c(C(=O)O)c(O)cc2ccccc12,sanitized
304,T0324,579-56-6,C18H24ClNO3,337.84,CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1.Cl,sanitized
305,T0325,537-12-2,C22H28ClN3O4,433.93,Cl.O=C(Nc1ccccc1)OCC(CN1CCCCC1)OC(=O)Nc1ccccc1,sanitized
306,T0326,6899/4/3,C5H10N2O3,146.14,NC(=O)CCC(N)C(=O)O.O,sanitized
307,T0326L,56-85-9,C5H10N2O3,146.14,NC(=O)CC[C@H](N)C(=O)O,sanitized
308,T0327,13636-18-5,C23H26ClN,351.91,CC(NCCC(c1ccccc1)c1ccccc1)c1ccccc1.Cl,sanitized
309,T0328,141-94-6,C21H45N3,339.61,CCCCC(CC)CN1CN(CC(CC)CCCC)CC(C)(N)C1,sanitized
310,T0330,147-24-0,C17H22ClNO,291.82,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,sanitized
311,T0331,186826-86-8,C21H25ClFN3O4,437.89,Cl.[H][C@@]12CCCN[C@]1([H])CN(c1c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c1OC)C2,sanitized
312,T0332,50-70-4,C6H14O6,182.17,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,sanitized
313,T0333,72432-10-1,C12H13NO3,219.24,COc1ccc(C(=O)N2CCCC2=O)cc1,sanitized
314,T0334,122320-73-4,C18H19N3O3S,357.43,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,sanitized
315,T0335,54-21-7,C7H5NaO3,160.11,O=C([O-])c1ccccc1O.[Na+],sanitized
316,T0337,52-21-1,C23H30O6,402.48,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,sanitized
317,T0340,103597-45-1,C41H50N6O2,658.87,CC(C)(C)CC(C)(C)c1cc(Cc2cc(C(C)(C)CC(C)(C)C)cc(-n3nc4ccccc4n3)c2O)c(O)c(-n2nc3ccccc3n2)c1,sanitized
318,T0342,610309-89-2,C24H26N2O4·0.5 H2O·H3O4P,513.49,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12.COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12.O.O=P(O)(O)O.O=P(O)(O)O,sanitized
319,T0343,66085-59-4,C21H26N2O7,418.44,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,sanitized
320,T0344,22916-47-8,C18H14Cl4N2O,416.13,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,sanitized
321,T0344L,22832-87-7,C18H15Cl4N3O4,479.15,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1.O=[N+]([O-])O,sanitized
322,T0345,7280-37-7,C22H32N2O5S,436.56,C1CNCCN1.C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CCC2=O,sanitized
323,T0347,143-74-8,C19H14O5S,354.38,O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,sanitized
324,T0348,32780-64-6,C19H25ClN2O3,364.87,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1.Cl,sanitized
325,T0349,1744-22-5,C8H5F3N2OS,234.2,Nc1nc2ccc(OC(F)(F)F)cc2s1,sanitized
326,T0351,106266-06-2,C23H27FN4O2,410.48,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,sanitized
327,T0352,132-65-0,C12H8S,184.26,c1ccc2c(c1)sc1ccccc12,sanitized
328,T0353,526-18-1,C13H11NO3,229.23,O=C(Nc1ccc(O)cc1)c1ccccc1O,sanitized
329,T0354,976-71-6,C22H28O3,340.46,C[C@]12CCC(=O)C=C1C=C[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@@]21CCC(=O)O1,sanitized
330,T0355,2430-27-5,C8H17NO,143.23,CCCC(CCC)C(N)=O,sanitized
331,T0356,121-81-3,C7H5N3O5,211.13,NC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,sanitized
332,T0358,1937-19-5,CH6N4·HCl,110.55,Cl.N=C(N)NN,sanitized
333,T0359,123-82-0,C7H17N,115.2166,CCCCCC(C)N,sanitized
334,T0360,1146-99-2,C15H9ClO2,256.68,O=C1c2ccccc2C(=O)C1c1ccc(Cl)cc1,sanitized
335,T0361,541-46-8,C5H11NO,101.15,CC(C)CC(N)=O,sanitized
336,T0362,53885-35-1,C14H15Cl2NS,300.25,Cl.Clc1ccccc1CN1CCc2sccc2C1,sanitized
337,T0363,26155-31-7,C16H22N2O6S,370.42,Cc1ccsc1/C=C/C1=NCCCN1C.O=C(O)[C@H](O)[C@@H](O)C(=O)O,sanitized
338,T0364,85-79-0,C20H29N3O2,343.46,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,sanitized
339,T0364L,1961/12/1,C20H30ClN3O2,379.92,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1.Cl,sanitized
340,T0365,130-61-0,C21H27ClN2S2,407.04,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2.Cl,sanitized
341,T0366,50370-12-2,C16H17N3O5S,363.39,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,sanitized
342,T0367,67-73-2,C24H30F2O6,452.49,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,sanitized
